TARGET,CODE_GENDER,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,DAYS_BIRTH,DAYS_EMPLOYED
0,M,2,121500.0,270000.0,13500.0,State servant,Secondary / secondary special,-14796,-915
0,F,2,112500.0,247500.0,12375.0,Commercial associate,Secondary / secondary special,-12586,-956
0,F,0,90000.0,325908.0,17194.5,Commercial associate,Higher education,-9401,-1227
0,F,0,54000.0,50940.0,5089.5,Working,Secondary / secondary special,-18691,-922
0,F,2,90000.0,284400.0,13833.0,Working,Secondary / secondary special,-10450,-1605
0,M,0,202500.0,610335.0,22050.0,Working,Secondary / secondary special,-16953,-902
0,M,0,112500.0,225000.0,22014.0,Commercial associate,Higher education,-8741,-408
0,F,0,211500.0,540000.0,26109.0,Working,Secondary / secondary special,-19281,-10500
0,F,2,180000.0,398016.0,31576.5,Working,Secondary / secondary special,-15111,-3762
0,M,0,112500.0,225000.0,12334.5,Working,Secondary / secondary special,-9302,-816
0,M,1,225000.0,1575000.0,46183.5,Commercial associate,Incomplete higher,-12563,-928
0,F,1,157500.0,1546020.0,45333.0,Working,Higher education,-12845,-527
0,F,1,157500.0,791532.0,23143.5,Working,Higher education,-17094,-1500
0,F,1,90000.0,405000.0,24601.5,Pensioner,Secondary / secondary special,-18949,365243
0,F,0,112500.0,673875.0,21865.5,Commercial associate,Secondary / secondary special,-14454,-1325
0,F,1,135000.0,1017684.0,29884.5,Working,Secondary / secondary special,-15943,-8388
0,M,0,67500.0,143910.0,15628.5,Working,Lower secondary,-19323,-1610
0,F,0,90000.0,385749.0,16474.5,Pensioner,Secondary / secondary special,-22715,365243
0,F,0,180000.0,312768.0,11718.0,Commercial associate,Higher education,-18013,-2782
0,F,0,180000.0,997335.0,29290.5,Pensioner,Secondary / secondary special,-18926,365243
0,M,0,270000.0,935640.0,95872.5,Working,Secondary / secondary special,-13939,-4078
0,F,1,112500.0,318528.0,23305.5,Working,Higher education,-10305,-2162
0,M,0,135000.0,805536.0,38754.0,Working,Secondary / secondary special,-10692,-461
0,F,0,225000.0,1024740.0,52452.0,Working,Secondary / secondary special,-19724,-12591
0,F,1,225000.0,508495.5,20839.5,Commercial associate,Incomplete higher,-8252,-1410
0,F,1,450000.0,1288350.0,37800.0,Working,Secondary / secondary special,-14089,-1899
0,F,1,202500.0,405000.0,20250.0,Commercial associate,Higher education,-13468,-13
0,F,2,112500.0,1125000.0,33025.5,Working,Incomplete higher,-13026,-1010
0,F,0,67500.0,755190.0,33394.5,Pensioner,Secondary / secondary special,-21812,365243
0,M,0,47250.0,312768.0,15174.0,Pensioner,Secondary / secondary special,-22214,365243
0,M,0,270000.0,1404013.5,57312.0,Working,Secondary / secondary special,-17273,-1419
0,M,0,157500.0,114682.5,13738.5,Working,Secondary / secondary special,-8975,-1353
0,F,0,157500.0,225000.0,23184.0,Working,Secondary / secondary special,-19408,-1918
0,F,1,112500.0,841500.0,24601.5,Working,Secondary / secondary special,-9949,-1713
0,F,0,157500.0,640080.0,23121.0,Working,Secondary / secondary special,-21583,-3064
0,F,0,112500.0,808650.0,23773.5,Pensioner,Secondary / secondary special,-18304,365243
0,M,1,112500.0,573628.5,24435.0,Working,Secondary / secondary special,-14999,-2490
0,F,0,202500.0,490495.5,28287.0,Pensioner,Secondary / secondary special,-23613,365243
0,F,0,202500.0,531706.5,29817.0,Working,Secondary / secondary special,-16730,-779
0,F,2,207000.0,2013840.0,53253.0,Working,Secondary / secondary special,-12555,-196
0,M,0,94500.0,630000.0,48883.5,Pensioner,Secondary / secondary special,-23708,365243
0,F,0,135000.0,1078200.0,31027.5,Commercial associate,Secondary / secondary special,-17202,-2097
0,F,0,139500.0,1125000.0,32895.0,Working,Secondary / secondary special,-19694,-11744
0,F,1,67500.0,127350.0,8419.5,Commercial associate,Secondary / secondary special,-15307,-3229
0,F,0,157500.0,143910.0,14148.0,Pensioner,Secondary / secondary special,-23021,365243
0,F,0,112500.0,202500.0,10125.0,Pensioner,Secondary / secondary special,-20600,365243
0,F,0,247500.0,1575000.0,41679.0,Commercial associate,Secondary / secondary special,-19937,-5670
0,F,0,117000.0,314100.0,13963.5,Working,Secondary / secondary special,-19756,-3144
0,F,0,54000.0,101880.0,5404.5,State servant,Higher education,-18932,-11136
0,F,0,369000.0,715095.0,55471.5,Working,Incomplete higher,-12786,-261
0,F,0,180000.0,855882.0,37701.0,Pensioner,Secondary / secondary special,-23536,365243
0,F,0,90000.0,254700.0,14350.5,Working,Secondary / secondary special,-18489,-2860
0,M,0,157500.0,284400.0,22599.0,Commercial associate,Secondary / secondary special,-20212,-2361
0,M,0,171000.0,88618.5,9432.0,Working,Secondary / secondary special,-15340,-371
0,F,2,90000.0,1216201.5,35689.5,Working,Higher education,-10947,-2946
0,F,0,135000.0,781920.0,25839.0,Working,Secondary / secondary special,-18338,-2336
0,M,1,67500.0,135000.0,14305.5,Working,Secondary / secondary special,-10674,-737
0,M,2,180000.0,585000.0,28273.5,Commercial associate,Incomplete higher,-13594,-764
0,M,0,157500.0,542133.0,22918.5,Working,Secondary / secondary special,-17923,-1285
0,F,0,135000.0,709866.0,23026.5,Working,Higher education,-11789,-737
0,F,0,58500.0,593010.0,17122.5,Pensioner,Secondary / secondary special,-23493,365243
0,M,0,112500.0,269550.0,21739.5,Working,Secondary / secondary special,-16408,-974
0,M,2,202500.0,545040.0,19705.5,Commercial associate,Secondary / secondary special,-12967,-5206
1,F,0,126000.0,521280.0,31500.0,Working,Secondary / secondary special,-16067,-612
0,F,0,58500.0,225000.0,21919.5,Pensioner,Secondary / secondary special,-23828,365243
0,F,0,234000.0,207396.0,16515.0,Working,Secondary / secondary special,-15284,-4436
0,F,0,202500.0,746280.0,59094.0,Working,Higher education,-11998,-1497
0,F,0,139500.0,320922.0,31392.0,Pensioner,Secondary / secondary special,-21327,365243
0,F,0,81000.0,675000.0,21775.5,Working,Secondary / secondary special,-16018,-1120
0,M,0,202500.0,549000.0,14481.0,Working,Incomplete higher,-10898,-981
0,F,0,360000.0,125640.0,8626.5,Commercial associate,Higher education,-10224,-806
0,F,3,216000.0,1227901.5,48825.0,Commercial associate,Higher education,-12686,-4816
0,F,0,180000.0,1078200.0,31653.0,Pensioner,Secondary / secondary special,-22157,365243
0,F,0,117000.0,675000.0,37822.5,Working,Secondary / secondary special,-8942,-1840
0,F,1,247500.0,1362132.0,39955.5,State servant,Secondary / secondary special,-17716,-1120
0,F,0,63000.0,225000.0,21361.5,Pensioner,Secondary / secondary special,-22360,365243
0,F,2,67500.0,314100.0,17167.5,Working,Secondary / secondary special,-13288,-944
0,M,0,630000.0,1125000.0,41692.5,Commercial associate,Higher education,-16155,-1813
0,F,0,121500.0,729792.0,26343.0,Pensioner,Lower secondary,-22755,365243
0,M,0,270000.0,1350000.0,35743.5,Commercial associate,Secondary / secondary special,-16453,-2516
0,F,0,135000.0,360000.0,26194.5,Commercial associate,Secondary / secondary special,-8591,-782
0,F,0,63000.0,755190.0,32125.5,Pensioner,Secondary / secondary special,-23565,365243
0,M,0,540000.0,679896.0,54643.5,Commercial associate,Secondary / secondary special,-16229,-3832
0,F,2,202500.0,539100.0,29376.0,Working,Secondary / secondary special,-9971,-562
0,F,0,112500.0,640080.0,24259.5,Pensioner,Secondary / secondary special,-23086,365243
0,F,1,135000.0,1035832.5,33543.0,Working,Secondary / secondary special,-17716,-2097
0,F,0,247500.0,225000.0,11250.0,Working,Higher education,-16129,-6258
0,M,0,135000.0,1193580.0,35028.0,Commercial associate,Secondary / secondary special,-21306,-416
0,F,0,67500.0,397881.0,14418.0,Pensioner,Secondary / secondary special,-23738,365243
0,F,0,90000.0,472500.0,44991.0,Pensioner,Secondary / secondary special,-21868,365243
0,F,0,288000.0,284400.0,16456.5,Commercial associate,Incomplete higher,-21244,-391
0,F,0,202500.0,450000.0,24556.5,Working,Higher education,-14904,-2018
0,M,3,180000.0,723996.0,37093.5,Commercial associate,Secondary / secondary special,-15210,-4744
0,M,2,99000.0,50940.0,5616.0,Working,Secondary / secondary special,-13584,-391
0,F,0,211500.0,540000.0,27000.0,Working,Higher education,-18406,-11614
0,F,0,94500.0,820453.5,44640.0,Working,Secondary / secondary special,-20042,-1933
0,F,0,90000.0,932643.0,30217.5,Commercial associate,Secondary / secondary special,-16828,-2976
0,F,1,166500.0,1042560.0,34587.0,Commercial associate,Secondary / secondary special,-14313,-254
0,F,0,720000.0,900000.0,45000.0,Commercial associate,Higher education,-17086,-1045
0,F,1,135000.0,526491.0,25456.5,Commercial associate,Incomplete higher,-9160,-801
1,M,0,247500.0,835380.0,38709.0,Working,Secondary / secondary special,-20393,-462
0,F,0,108000.0,970380.0,28503.0,Pensioner,Secondary / secondary special,-23399,365243
0,F,2,90000.0,474048.0,24948.0,Commercial associate,Secondary / secondary special,-15004,-3283
0,F,0,112500.0,454500.0,43150.5,Working,Secondary / secondary special,-19664,-519
0,F,0,225000.0,830709.0,33075.0,Commercial associate,Secondary / secondary special,-14597,-1772
0,F,0,243000.0,1035832.5,30415.5,Pensioner,Higher education,-20780,365243
0,F,1,157500.0,225000.0,11250.0,Working,Higher education,-15038,-602
0,F,0,225000.0,355536.0,18283.5,Commercial associate,Secondary / secondary special,-17350,-1264
0,F,0,135000.0,545040.0,26640.0,Working,Secondary / secondary special,-16003,-5949
0,F,0,112500.0,679500.0,36333.0,Pensioner,Higher education,-21132,365243
0,F,2,81000.0,1339884.0,43353.0,State servant,Higher education,-11953,-3328
0,M,0,225000.0,490374.0,31468.5,Working,Secondary / secondary special,-9993,-696
0,F,0,157500.0,675000.0,21906.0,Commercial associate,Secondary / secondary special,-8764,-487
0,M,0,333000.0,540000.0,27571.5,Working,Higher education,-9593,-1258
0,F,0,166500.0,314100.0,16164.0,Pensioner,Secondary / secondary special,-22465,365243
0,F,0,225000.0,630000.0,31500.0,Commercial associate,Higher education,-16565,-1653
0,F,0,126000.0,808650.0,23773.5,Pensioner,Lower secondary,-21307,365243
0,F,1,103500.0,284400.0,19134.0,Working,Secondary / secondary special,-10957,-2970
0,M,0,117000.0,247675.5,17365.5,Commercial associate,Secondary / secondary special,-12594,-1054
0,F,0,180000.0,1350000.0,39474.0,Working,Higher education,-9982,-815
0,M,1,180000.0,142200.0,11362.5,Working,Secondary / secondary special,-17240,-3694
0,M,0,315000.0,2013840.0,55507.5,Working,Higher education,-14194,-1718
0,F,2,112500.0,675000.0,21775.5,Working,Higher education,-11354,-1558
0,F,1,630000.0,900000.0,45000.0,Commercial associate,Higher education,-14754,-1761
0,F,1,112500.0,315000.0,15750.0,Commercial associate,Higher education,-18191,-773
0,F,2,157500.0,76410.0,8356.5,Working,Secondary / secondary special,-12969,-1651
0,F,0,157500.0,494118.0,31707.0,Working,Secondary / secondary special,-22064,-942
1,M,0,135000.0,203760.0,13747.5,Working,Secondary / secondary special,-8136,-649
0,F,1,90000.0,184500.0,7024.5,Commercial associate,Higher education,-10391,-198
0,F,3,202500.0,781920.0,24682.5,Commercial associate,Incomplete higher,-10239,-1990
0,M,0,247500.0,485640.0,38263.5,Working,Secondary / secondary special,-16472,-7390
0,M,1,180000.0,270000.0,13500.0,Commercial associate,Secondary / secondary special,-13706,-991
0,F,0,157500.0,808650.0,26217.0,Commercial associate,Secondary / secondary special,-11427,-1034
0,F,0,315000.0,514602.0,52861.5,Commercial associate,Higher education,-10379,-1661
0,F,0,112500.0,490495.5,27517.5,Working,Secondary / secondary special,-17484,-2485
0,F,0,180000.0,665370.0,49878.0,Commercial associate,Higher education,-10255,-3125
0,F,0,157500.0,1258650.0,53455.5,Commercial associate,Secondary / secondary special,-14313,-238
1,M,0,225000.0,1223010.0,48501.0,Working,Secondary / secondary special,-11703,-2102
0,F,0,166500.0,509400.0,32683.5,Working,Higher education,-10875,-518
0,F,0,90000.0,247500.0,12375.0,Working,Secondary / secondary special,-16422,-1921
0,M,0,112500.0,284400.0,16456.5,Pensioner,Secondary / secondary special,-23850,365243
0,M,0,135000.0,814041.0,23800.5,Working,Secondary / secondary special,-21394,-3618
0,M,1,315000.0,888840.0,32053.5,State servant,Secondary / secondary special,-11576,-3894
0,F,0,112500.0,298512.0,19435.5,Working,Lower secondary,-14127,-548
0,F,0,90000.0,269550.0,11871.0,Working,Secondary / secondary special,-14586,-4736
1,F,1,292500.0,790830.0,57676.5,Working,Secondary / secondary special,-14949,-2528
1,M,0,157500.0,640080.0,31261.5,Commercial associate,Secondary / secondary special,-9631,-572
0,M,0,126000.0,500211.0,43060.5,Working,Secondary / secondary special,-10649,-788
0,F,0,130500.0,808650.0,23305.5,Pensioner,Secondary / secondary special,-22532,365243
1,F,0,90000.0,517500.0,15259.5,Working,Secondary / secondary special,-17833,-2167
0,M,0,90000.0,180000.0,9000.0,Working,Secondary / secondary special,-18113,-335
1,F,0,67500.0,640080.0,29970.0,Commercial associate,Secondary / secondary special,-14921,-325
0,F,0,108000.0,391500.0,20628.0,Working,Secondary / secondary special,-17209,-8781
0,M,1,171000.0,755190.0,31995.0,Working,Secondary / secondary special,-12581,-1926
0,M,1,202500.0,675000.0,28728.0,Commercial associate,Higher education,-21077,-378
0,F,1,180000.0,1129500.0,36567.0,Working,Secondary / secondary special,-13368,-839
0,F,0,270000.0,212656.5,15250.5,Pensioner,Secondary / secondary special,-24258,365243
0,F,0,675000.0,1372500.0,38668.5,Working,Higher education,-13406,-2251
0,F,0,157500.0,337500.0,16875.0,State servant,Secondary / secondary special,-15313,-2351
0,F,3,225000.0,545040.0,26640.0,Working,Secondary / secondary special,-13226,-3373
0,F,1,202500.0,585000.0,29250.0,Working,Higher education,-9765,-1090
0,M,0,180000.0,517500.0,33201.0,Commercial associate,Secondary / secondary special,-15452,-6526
0,F,0,112500.0,152820.0,18265.5,Working,Higher education,-10571,-351
0,F,0,112500.0,229500.0,14809.5,Pensioner,Secondary / secondary special,-21084,365243
0,M,1,540000.0,450000.0,27324.0,Commercial associate,Secondary / secondary special,-13513,-756
1,F,0,157500.0,545040.0,31288.5,Pensioner,Secondary / secondary special,-22686,365243
0,F,0,225000.0,601470.0,30838.5,Working,Secondary / secondary special,-13844,-4419
0,F,0,202500.0,688500.0,40383.0,Commercial associate,Secondary / secondary special,-15989,-2864
0,M,0,112500.0,148500.0,14463.0,Pensioner,Secondary / secondary special,-24350,365243
0,M,0,180000.0,796500.0,33876.0,Commercial associate,Secondary / secondary special,-9252,-1057
0,F,1,157500.0,555273.0,21645.0,Working,Secondary / secondary special,-19354,-1212
0,M,1,135000.0,797557.5,26487.0,Commercial associate,Higher education,-19854,-1660
0,M,0,184135.5,1847700.0,50809.5,Working,Secondary / secondary special,-22434,-378
0,F,0,81000.0,539100.0,27652.5,Pensioner,Secondary / secondary special,-15512,365243
0,F,2,135000.0,592560.0,32274.0,Working,Higher education,-10495,-744
0,F,0,90000.0,269550.0,11871.0,Working,Secondary / secondary special,-19277,-1194
0,F,0,99000.0,490495.5,25884.0,Pensioner,Secondary / secondary special,-20607,365243
0,M,1,166500.0,1575000.0,43443.0,Working,Incomplete higher,-12350,-231
0,F,0,180000.0,677664.0,27729.0,Working,Secondary / secondary special,-18227,-3815
0,M,0,405000.0,592560.0,35937.0,Pensioner,Secondary / secondary special,-23257,365243
0,F,2,112500.0,247500.0,12375.0,Working,Higher education,-12605,-941
1,F,1,117000.0,237024.0,12100.5,Pensioner,Secondary / secondary special,-16362,365243
0,M,0,301500.0,440784.0,28300.5,Commercial associate,Higher education,-16575,-94
0,F,2,112500.0,884124.0,24439.5,Commercial associate,Secondary / secondary special,-14022,-297
0,M,1,202500.0,1078200.0,31653.0,Working,Higher education,-15367,-306
0,M,2,157500.0,310500.0,19971.0,Working,Secondary / secondary special,-12068,-1760
1,F,0,112500.0,614574.0,19953.0,Pensioner,Higher education,-21110,365243
0,F,0,135000.0,343800.0,13090.5,Commercial associate,Secondary / secondary special,-19317,-4891
0,F,1,135000.0,440784.0,24741.0,Pensioner,Secondary / secondary special,-20928,365243
0,M,2,360000.0,1078200.0,38331.0,Working,Higher education,-13969,-934
1,M,0,135000.0,539100.0,29376.0,Working,Secondary / secondary special,-19645,-1873
1,F,1,225000.0,1125000.0,36423.0,Working,Secondary / secondary special,-16511,-2402
0,F,0,360000.0,953460.0,71419.5,Working,Secondary / secondary special,-14935,-2536
0,F,0,175500.0,143910.0,17208.0,Working,Secondary / secondary special,-17808,-469
0,M,1,115200.0,450000.0,16294.5,State servant,Secondary / secondary special,-13949,-6460
0,F,1,157500.0,991944.0,29133.0,State servant,Secondary / secondary special,-13462,-2559
1,F,1,157500.0,332946.0,13689.0,Working,Secondary / secondary special,-7832,-959
0,M,0,360000.0,353241.0,20407.5,Commercial associate,Incomplete higher,-15969,-7291
0,M,1,157500.0,270000.0,13500.0,Commercial associate,Secondary / secondary special,-11825,-4177
0,F,0,112500.0,254700.0,24939.0,Commercial associate,Secondary / secondary special,-20219,-2603
0,M,0,135000.0,254700.0,26874.0,Commercial associate,Secondary / secondary special,-15310,-2711
0,M,0,135000.0,420588.0,33849.0,Working,Secondary / secondary special,-9454,-79
0,F,0,315000.0,942300.0,34749.0,Commercial associate,Higher education,-15392,-546
0,F,0,180000.0,312768.0,13905.0,Working,Secondary / secondary special,-15667,-9100
1,F,0,135000.0,157500.0,7875.0,State servant,Secondary / secondary special,-7760,-662
0,M,1,225000.0,1035832.5,30415.5,Working,Secondary / secondary special,-11480,-2716
0,F,0,112500.0,135000.0,13279.5,Pensioner,Secondary / secondary special,-23419,365243
0,F,1,315000.0,835380.0,40320.0,State servant,Secondary / secondary special,-17639,-7843
1,F,0,90000.0,225000.0,10822.5,Pensioner,Secondary / secondary special,-22817,365243
0,F,1,130500.0,291384.0,19251.0,Working,Incomplete higher,-13563,-512
0,F,0,225000.0,450000.0,28759.5,Working,Higher education,-19036,-10808
0,M,0,353250.0,805536.0,32076.0,Working,Secondary / secondary special,-20528,-1874
0,F,0,202500.0,76752.0,7722.0,Commercial associate,Secondary / secondary special,-14947,-635
0,F,1,90000.0,195543.0,10111.5,State servant,Secondary / secondary special,-8435,-929
0,F,0,90000.0,521280.0,19984.5,Working,Secondary / secondary special,-18459,-4720
0,F,0,180000.0,1006920.0,42790.5,Commercial associate,Secondary / secondary special,-21911,-11811
0,F,0,135000.0,254700.0,24939.0,Pensioner,Secondary / secondary special,-24168,365243
0,M,0,270000.0,900000.0,45954.0,Working,Secondary / secondary special,-9122,-283
0,F,0,112500.0,673875.0,21865.5,Pensioner,Higher education,-18914,365243
0,F,0,45000.0,781695.0,22531.5,Pensioner,Secondary / secondary special,-20202,365243
0,F,0,225000.0,256500.0,14854.5,Working,Higher education,-10370,-1917
0,F,0,216000.0,241618.5,23665.5,Working,Secondary / secondary special,-16648,-9630
0,M,0,180000.0,1345500.0,39339.0,Working,Secondary / secondary special,-13772,-3051
0,F,1,90000.0,568800.0,15003.0,Commercial associate,Higher education,-9925,-430
0,F,0,202500.0,364896.0,26680.5,Commercial associate,Secondary / secondary special,-23504,-2832
0,M,1,135000.0,229230.0,14778.0,Working,Secondary / secondary special,-13074,-4633
0,F,1,225000.0,755190.0,36459.0,Commercial associate,Higher education,-15720,-2569
0,F,0,207000.0,1227901.5,52155.0,Working,Secondary / secondary special,-14690,-5064
0,F,1,157500.0,450000.0,22500.0,Working,Higher education,-14933,-3676
0,M,0,202500.0,269982.0,29205.0,Pensioner,Secondary / secondary special,-21188,365243
1,M,0,112500.0,180000.0,9000.0,Working,Secondary / secondary special,-18598,-169
0,F,1,225000.0,450000.0,22500.0,Commercial associate,Higher education,-14734,-3791
0,F,0,202500.0,539100.0,,Working,Secondary / secondary special,-17376,-3950
0,F,1,67500.0,521280.0,28408.5,Working,Secondary / secondary special,-14820,-2359
0,F,0,180000.0,1054773.0,34987.5,State servant,Higher education,-16879,-3060
0,F,1,157500.0,755190.0,38556.0,Commercial associate,Secondary / secondary special,-9906,-2990
0,F,0,126000.0,360000.0,18000.0,Commercial associate,Secondary / secondary special,-19164,-1167
0,F,1,229500.0,314055.0,17167.5,Working,Secondary / secondary special,-13275,-1622
0,M,0,270000.0,450000.0,21888.0,Working,Secondary / secondary special,-10914,-2740
0,F,1,202500.0,260640.0,31059.0,Working,Secondary / secondary special,-8857,-1050
0,F,0,112500.0,315000.0,15750.0,State servant,Secondary / secondary special,-17312,-6369
0,M,3,247500.0,117162.0,13347.0,Working,Secondary / secondary special,-9654,-953
0,M,0,225000.0,755190.0,36459.0,Pensioner,Secondary / secondary special,-12675,365243
0,M,0,157500.0,449352.0,12357.0,Working,Incomplete higher,-11838,-3950
0,F,2,67500.0,352044.0,12775.5,Working,Secondary / secondary special,-12922,-3148
1,M,0,157500.0,1609272.0,47052.0,Commercial associate,Higher education,-10628,-814
0,F,1,337500.0,157500.0,7875.0,Pensioner,Secondary / secondary special,-21581,365243
0,M,0,81000.0,180000.0,9000.0,Working,Secondary / secondary special,-17025,-3492
0,M,1,67500.0,474048.0,24331.5,Working,Secondary / secondary special,-11736,-1136
0,F,2,67500.0,254700.0,27153.0,Working,Secondary / secondary special,-10769,-2829
0,F,1,270000.0,1546020.0,45202.5,State servant,Higher education,-12096,-1676
0,F,1,675000.0,550980.0,40221.0,Commercial associate,Higher education,-14089,-470
0,F,0,90000.0,862560.0,25218.0,Working,Secondary / secondary special,-17390,-2779
0,F,1,90000.0,543037.5,34834.5,Pensioner,Secondary / secondary special,-15850,365243
0,M,0,180000.0,621000.0,26442.0,Commercial associate,Secondary / secondary special,-16243,-9444
0,M,0,126000.0,135000.0,6750.0,Working,Secondary / secondary special,-22436,-2785
0,F,0,157500.0,509400.0,31162.5,Working,Secondary / secondary special,-13002,-2795
0,F,1,117000.0,808650.0,26086.5,Working,Secondary / secondary special,-12445,-1465
0,M,1,247500.0,263686.5,15268.5,State servant,Secondary / secondary special,-10297,-601
0,F,1,112500.0,526491.0,28561.5,Commercial associate,Secondary / secondary special,-10483,-1743
0,F,0,202500.0,247500.0,11596.5,Commercial associate,Secondary / secondary special,-15521,-1917
0,F,0,112500.0,1078200.0,31653.0,Working,Secondary / secondary special,-15862,-4440
1,F,0,144000.0,539100.0,25933.5,Working,Secondary / secondary special,-10685,-1028
0,F,2,360000.0,1249740.0,69912.0,Commercial associate,Higher education,-13669,-6607
0,M,1,157500.0,135000.0,6750.0,Working,Higher education,-10910,-132
0,F,2,180000.0,679500.0,27076.5,Working,Secondary / secondary special,-15519,-2434
0,F,1,90000.0,334152.0,18256.5,Pensioner,Secondary / secondary special,-18420,365243
0,F,0,141750.0,284400.0,16011.0,Commercial associate,Secondary / secondary special,-24057,-1109
0,M,0,450000.0,1096020.0,52857.0,Commercial associate,Secondary / secondary special,-12298,-2983
0,M,1,36000.0,675000.0,19867.5,Pensioner,Secondary / secondary special,-16166,365243
0,M,2,202500.0,540000.0,27000.0,Working,Higher education,-13883,-5515
0,M,0,139500.0,270000.0,13500.0,Commercial associate,Higher education,-15726,-750
0,F,0,157500.0,301464.0,23949.0,State servant,Secondary / secondary special,-19721,-1749
0,F,0,90000.0,253737.0,14296.5,Pensioner,Secondary / secondary special,-23004,365243
0,F,1,135000.0,1800000.0,49500.0,State servant,Secondary / secondary special,-16720,-7418
0,F,1,90000.0,225000.0,11250.0,Working,Secondary / secondary special,-11258,-1759
1,M,1,315000.0,675000.0,41296.5,Working,Secondary / secondary special,-13616,-3467
0,M,0,261328.5,641529.0,17640.0,Working,Secondary / secondary special,-15274,-1413
0,M,1,270000.0,436032.0,20457.0,Working,Higher education,-11223,-3571
0,M,0,180000.0,540000.0,29295.0,Commercial associate,Secondary / secondary special,-14431,-642
0,F,0,202500.0,755190.0,29547.0,Pensioner,Secondary / secondary special,-21486,365243
0,M,0,270000.0,746280.0,58963.5,Commercial associate,Secondary / secondary special,-18751,-592
0,F,1,99000.0,254700.0,20119.5,Working,Secondary / secondary special,-10307,-1922
0,F,1,315000.0,767533.5,55507.5,Commercial associate,Secondary / secondary special,-16389,-3045
0,M,0,360000.0,550980.0,40221.0,State servant,Secondary / secondary special,-11034,-695
0,M,0,175500.0,479700.0,54252.0,Working,Secondary / secondary special,-15210,-1122
0,M,0,157500.0,248760.0,26248.5,Working,Higher education,-9966,-962
0,M,0,135000.0,942300.0,36643.5,Working,Secondary / secondary special,-12286,-452
0,M,0,202500.0,841500.0,29943.0,Working,Secondary / secondary special,-18393,-4475
0,M,0,94500.0,254700.0,28935.0,Working,Secondary / secondary special,-17021,-874
1,F,2,67500.0,337500.0,16366.5,Working,Secondary / secondary special,-13885,-4056
0,F,0,121500.0,540000.0,23008.5,Working,Secondary / secondary special,-20036,-3693
0,F,0,117000.0,1350000.0,37255.5,Pensioner,Secondary / secondary special,-21569,365243
0,F,0,135000.0,675000.0,19867.5,Working,Incomplete higher,-16147,-2163
1,F,1,180000.0,450000.0,21888.0,Commercial associate,Secondary / secondary special,-13280,-741
0,M,2,135000.0,1067940.0,31356.0,Commercial associate,Secondary / secondary special,-14552,-3556
0,M,1,225000.0,1113840.0,57001.5,Working,Secondary / secondary special,-13802,-5631
0,F,0,112500.0,835506.0,26950.5,Working,Secondary / secondary special,-17617,-5230
0,M,1,630000.0,1661418.0,45819.0,State servant,Higher education,-11777,-3352
0,F,2,94500.0,568800.0,15003.0,Working,Secondary / secondary special,-13509,-776
0,F,0,189000.0,808650.0,23773.5,Working,Higher education,-14061,-4473
0,M,0,360000.0,450000.0,30204.0,Working,Secondary / secondary special,-16150,-3084
0,F,2,85500.0,808650.0,26217.0,Commercial associate,Incomplete higher,-14676,-5823
0,F,0,162000.0,191880.0,18688.5,Pensioner,Secondary / secondary special,-24115,365243
0,M,0,292500.0,536917.5,21685.5,Working,Higher education,-13033,-5215
0,F,1,427500.0,463500.0,45841.5,Working,Higher education,-16737,-2687
0,M,1,675000.0,2466954.0,65205.0,Working,Secondary / secondary special,-15546,-2177
0,F,0,135000.0,450000.0,23107.5,Working,Secondary / secondary special,-10017,-1958
0,F,2,147870.0,517500.0,14229.0,Commercial associate,Higher education,-12841,-3088
0,F,0,153000.0,1034784.0,57910.5,State servant,Higher education,-20789,-1015
1,F,0,225000.0,727785.0,21406.5,State servant,Secondary / secondary special,-17965,-874
0,F,0,144000.0,781920.0,23706.0,Commercial associate,Secondary / secondary special,-13846,-1569
0,F,0,238500.0,1384740.0,58801.5,Commercial associate,Incomplete higher,-21006,-4074
1,F,0,135000.0,835380.0,40320.0,Working,Secondary / secondary special,-12616,-454
0,M,0,112500.0,269550.0,21294.0,Commercial associate,Lower secondary,-9977,-1955
0,F,2,112500.0,284400.0,14575.5,Commercial associate,Secondary / secondary special,-12062,-2951
0,M,1,189000.0,364896.0,15588.0,State servant,Higher education,-16420,-1661
0,F,0,135000.0,422235.0,21685.5,Commercial associate,Secondary / secondary special,-19406,-5505
0,F,0,112500.0,675000.0,24376.5,Working,Secondary / secondary special,-19765,-3029
0,F,1,315000.0,1755000.0,46296.0,Working,Secondary / secondary special,-14897,-686
0,F,0,76500.0,450000.0,11871.0,Working,Higher education,-11983,-1291
0,F,0,135000.0,691020.0,20335.5,Working,Secondary / secondary special,-19484,-8157
0,M,2,382500.0,1918309.5,60363.0,State servant,Higher education,-15117,-1597
0,F,0,360000.0,378531.0,30478.5,Working,Secondary / secondary special,-9931,-1305
0,F,0,256500.0,2250000.0,59485.5,Pensioner,Higher education,-21593,365243
0,F,0,135000.0,1006920.0,42790.5,Commercial associate,Higher education,-10493,-183
1,F,0,90000.0,229500.0,18261.0,Commercial associate,Secondary / secondary special,-9423,-1108
0,F,1,112500.0,390960.0,23755.5,Working,Secondary / secondary special,-11235,-446
0,F,0,90000.0,312768.0,24691.5,Working,Secondary / secondary special,-16973,-306
